file:new-v1-GraphFPN.py, seed: 100
Epoch: 000, Loss: 0.69195, Train Acc: 0.40337, val Acc: 0.44144, Test Acc: 0.44144
Epoch: 001, Loss: 0.61062, Train Acc: 0.41461, val Acc: 0.45045, Test Acc: 0.45045
Epoch: 002, Loss: 0.57629, Train Acc: 0.56517, val Acc: 0.55856, Test Acc: 0.55856
Epoch: 003, Loss: 0.57640, Train Acc: 0.66404, val Acc: 0.69369, Test Acc: 0.69369
Epoch: 004, Loss: 0.56907, Train Acc: 0.70225, val Acc: 0.73874, Test Acc: 0.73874
Epoch: 005, Loss: 0.54694, Train Acc: 0.71461, val Acc: 0.75676, Test Acc: 0.75676
Epoch: 006, Loss: 0.54087, Train Acc: 0.70787, val Acc: 0.72973, Test Acc: 0.75676
Epoch: 007, Loss: 0.54046, Train Acc: 0.71236, val Acc: 0.68468, Test Acc: 0.75676
Epoch: 008, Loss: 0.53957, Train Acc: 0.71461, val Acc: 0.71171, Test Acc: 0.75676
Epoch: 009, Loss: 0.53321, Train Acc: 0.70562, val Acc: 0.73874, Test Acc: 0.75676
Epoch: 010, Loss: 0.53317, Train Acc: 0.70337, val Acc: 0.69369, Test Acc: 0.75676
Epoch: 011, Loss: 0.54086, Train Acc: 0.69438, val Acc: 0.73874, Test Acc: 0.75676
Epoch: 012, Loss: 0.53435, Train Acc: 0.70562, val Acc: 0.74775, Test Acc: 0.75676
Epoch: 013, Loss: 0.52674, Train Acc: 0.70787, val Acc: 0.72072, Test Acc: 0.75676
Epoch: 014, Loss: 0.52052, Train Acc: 0.71236, val Acc: 0.72973, Test Acc: 0.75676
Epoch: 015, Loss: 0.54661, Train Acc: 0.69775, val Acc: 0.75676, Test Acc: 0.75676
Epoch: 016, Loss: 0.54666, Train Acc: 0.72247, val Acc: 0.73874, Test Acc: 0.75676
Epoch: 017, Loss: 0.54614, Train Acc: 0.42697, val Acc: 0.45045, Test Acc: 0.75676
Epoch: 018, Loss: 0.53630, Train Acc: 0.73483, val Acc: 0.73874, Test Acc: 0.75676
Epoch: 019, Loss: 0.50802, Train Acc: 0.73258, val Acc: 0.72973, Test Acc: 0.75676
Epoch: 020, Loss: 0.50778, Train Acc: 0.71910, val Acc: 0.70270, Test Acc: 0.75676
Epoch: 021, Loss: 0.51800, Train Acc: 0.70674, val Acc: 0.71171, Test Acc: 0.75676
Epoch: 022, Loss: 0.51190, Train Acc: 0.73820, val Acc: 0.70270, Test Acc: 0.75676
Epoch: 023, Loss: 0.52466, Train Acc: 0.51124, val Acc: 0.53153, Test Acc: 0.75676
Epoch: 024, Loss: 0.50871, Train Acc: 0.72809, val Acc: 0.69369, Test Acc: 0.75676
Epoch: 025, Loss: 0.52010, Train Acc: 0.72472, val Acc: 0.68468, Test Acc: 0.75676
Epoch: 026, Loss: 0.50587, Train Acc: 0.72360, val Acc: 0.70270, Test Acc: 0.75676
Epoch: 027, Loss: 0.57386, Train Acc: 0.44045, val Acc: 0.47748, Test Acc: 0.75676
Epoch: 028, Loss: 0.59732, Train Acc: 0.58989, val Acc: 0.58559, Test Acc: 0.75676
Epoch: 029, Loss: 0.56242, Train Acc: 0.67191, val Acc: 0.72072, Test Acc: 0.75676
Epoch: 030, Loss: 0.57116, Train Acc: 0.60562, val Acc: 0.62162, Test Acc: 0.75676
Epoch: 031, Loss: 0.56214, Train Acc: 0.57191, val Acc: 0.64865, Test Acc: 0.75676
Epoch: 032, Loss: 0.54864, Train Acc: 0.60000, val Acc: 0.65766, Test Acc: 0.75676
Epoch: 033, Loss: 0.53679, Train Acc: 0.59101, val Acc: 0.62162, Test Acc: 0.75676
Epoch: 034, Loss: 0.53680, Train Acc: 0.71685, val Acc: 0.68468, Test Acc: 0.75676
Epoch: 035, Loss: 0.54288, Train Acc: 0.70337, val Acc: 0.71171, Test Acc: 0.75676
Epoch: 036, Loss: 0.53050, Train Acc: 0.62360, val Acc: 0.63964, Test Acc: 0.75676
Epoch: 037, Loss: 0.53523, Train Acc: 0.68876, val Acc: 0.69369, Test Acc: 0.75676
Epoch: 038, Loss: 0.53223, Train Acc: 0.69438, val Acc: 0.72072, Test Acc: 0.75676
Epoch: 039, Loss: 0.51226, Train Acc: 0.70112, val Acc: 0.70270, Test Acc: 0.75676
Epoch: 040, Loss: 0.52290, Train Acc: 0.72022, val Acc: 0.72973, Test Acc: 0.75676
Epoch: 041, Loss: 0.50886, Train Acc: 0.70787, val Acc: 0.75676, Test Acc: 0.75676
Epoch: 042, Loss: 0.51514, Train Acc: 0.42584, val Acc: 0.47748, Test Acc: 0.75676
Epoch: 043, Loss: 0.51804, Train Acc: 0.70787, val Acc: 0.73874, Test Acc: 0.75676
