file:new-v1-GraphFPN.py, seed: 100
Epoch: 000, Loss: 0.68450, Train Acc: 0.39888, val Acc: 0.41441, Test Acc: 0.41441
Epoch: 001, Loss: 0.65091, Train Acc: 0.52809, val Acc: 0.60360, Test Acc: 0.60360
Epoch: 002, Loss: 0.62482, Train Acc: 0.55169, val Acc: 0.63063, Test Acc: 0.63063
Epoch: 003, Loss: 0.59607, Train Acc: 0.43933, val Acc: 0.47748, Test Acc: 0.63063
Epoch: 004, Loss: 0.58439, Train Acc: 0.60000, val Acc: 0.65766, Test Acc: 0.65766
Epoch: 005, Loss: 0.57003, Train Acc: 0.70225, val Acc: 0.72973, Test Acc: 0.72973
Epoch: 006, Loss: 0.57214, Train Acc: 0.71348, val Acc: 0.72072, Test Acc: 0.72973
Epoch: 007, Loss: 0.54183, Train Acc: 0.70899, val Acc: 0.72973, Test Acc: 0.72973
Epoch: 008, Loss: 0.55572, Train Acc: 0.66517, val Acc: 0.71171, Test Acc: 0.72973
Epoch: 009, Loss: 0.55473, Train Acc: 0.70000, val Acc: 0.72973, Test Acc: 0.72973
Epoch: 010, Loss: 0.54214, Train Acc: 0.66966, val Acc: 0.72973, Test Acc: 0.72973
Epoch: 011, Loss: 0.55911, Train Acc: 0.68876, val Acc: 0.73874, Test Acc: 0.73874
Epoch: 012, Loss: 0.55145, Train Acc: 0.64607, val Acc: 0.70270, Test Acc: 0.73874
Epoch: 013, Loss: 0.54022, Train Acc: 0.72584, val Acc: 0.69369, Test Acc: 0.73874
Epoch: 014, Loss: 0.53555, Train Acc: 0.70562, val Acc: 0.72072, Test Acc: 0.73874
Epoch: 015, Loss: 0.54424, Train Acc: 0.71124, val Acc: 0.75676, Test Acc: 0.75676
Epoch: 016, Loss: 0.53310, Train Acc: 0.70449, val Acc: 0.68468, Test Acc: 0.75676
Epoch: 017, Loss: 0.53832, Train Acc: 0.67753, val Acc: 0.75676, Test Acc: 0.75676
Epoch: 018, Loss: 0.52153, Train Acc: 0.63596, val Acc: 0.66667, Test Acc: 0.75676
